instance algorithm localsearch alpha beta rho ants q0 rasrank elitistants nnls dlb val
121 eas 0 2.65 8.03 0.5 20 NA NA 140 NA NA 40140832
121 acs 3 5.0 0.58 0.16 25 0.35 NA NA 34 0 32745541
121 as 3 4.9 2.31 0.33 38 NA NA NA 45 1 32774911
121 as 0 4.71 9.99 0.63 63 NA NA NA NA NA 38488501
121 acs 1 3.93 6.28 0.77 80 0.4 NA NA 32 0 33090926
121 eas 3 2.4 0.81 0.67 16 NA NA 611 12 1 32845577
121 eas 2 2.97 7.77 0.31 44 NA NA 625 34 1 32837480
121 ras 0 0.84 5.41 0.68 48 NA 84 NA NA NA 40146492
121 as 0 3.07 8.22 0.43 25 NA NA NA NA NA 38576543
121 ras 3 1.5 6.19 0.16 61 NA 62 NA 43 0 32962641
121 as 2 3.89 5.99 0.18 63 NA NA NA 47 0 33222888
121 acs 0 4.19 6.15 0.06 73 0.03 NA NA NA NA 41120044
121 eas 0 3.45 0.21 0.53 97 NA NA 209 NA NA 74941159
121 acs 3 3.56 1.64 0.47 73 0.51 NA NA 10 0 33029407
121 as 0 0.88 0.69 0.75 50 NA NA NA NA NA 57572760
121 as 0 0.84 8.26 0.51 86 NA NA NA NA NA 38550774
121 eas 1 2.89 7.91 0.99 71 NA NA 39 6 1 33488664
121 eas 1 1.56 2.32 0.43 99 NA NA 673 41 0 33744251
121 mmas 1 2.95 4.24 0.11 88 NA NA NA 13 0 33766436
121 mmas 1 1.42 7.93 0.89 95 NA NA NA 38 0 33002769
121 ras 1 0.74 1.06 0.9 95 NA 23 NA 29 1 34596939
121 eas 0 1.85 0.75 0.32 28 NA NA 732 NA NA 69603253
121 ras 1 1.66 6.96 0.94 85 NA 60 NA 18 1 33730755
121 ras 1 1.28 0.79 0.26 41 NA 36 NA 8 1 34451344
121 mmas 1 0.63 9.13 0.68 12 NA NA NA 24 0 33519981
121 acs 1 2.23 7.97 0.5 82 0.11 NA NA 11 1 33652792
121 as 0 0.85 5.64 0.11 77 NA NA NA NA NA 39052463
121 as 1 2.0 4.01 0.87 55 NA NA NA 50 1 33623403
121 ras 0 0.55 2.45 0.38 27 NA 1 NA NA NA 46011901
121 as 3 0.12 6.0 0.11 26 NA NA NA 35 0 33239291
121 ras 1 3.03 8.64 0.76 62 NA 29 NA 14 1 33450386
121 ras 2 4.8 3.17 0.05 44 NA 16 NA 29 0 33054597
121 acs 2 4.57 4.26 0.18 28 0.94 NA NA 35 0 32940668
121 eas 2 3.07 3.54 0.43 71 NA NA 435 36 0 33038593
121 ras 1 2.96 9.38 0.86 74 NA 93 NA 42 1 33678267
121 eas 3 4.89 0.46 0.61 13 NA NA 571 38 0 33404490
121 mmas 1 4.99 2.46 0.11 8 NA NA NA 8 0 33057275
121 eas 0 2.99 3.79 0.43 99 NA NA 128 NA NA 41821672
121 eas 3 4.74 4.69 0.4 99 NA NA 616 8 0 32933344
121 eas 1 4.0 6.63 0.67 67 NA NA 628 40 0 33106691
121 ras 1 4.39 5.11 0.92 61 NA 34 NA 49 0 33187026
121 ras 2 4.89 1.98 0.35 67 NA 72 NA 43 0 32851574
121 eas 1 4.59 4.64 0.84 28 NA NA 104 38 1 33609779
121 as 2 0.4 4.79 0.56 70 NA NA NA 49 1 33922847
121 eas 2 1.25 7.75 0.67 50 NA NA 620 41 1 32862290
121 ras 0 3.69 1.95 0.49 35 NA 21 NA NA NA 42327539
121 mmas 1 0.47 0.96 0.32 7 NA NA NA 30 0 34513044
121 as 1 1.17 0.17 0.15 75 NA NA NA 5 1 35373868
121 ras 0 4.45 7.33 0.05 42 NA 74 NA NA NA 38716115
121 eas 3 2.72 3.49 0.21 89 NA NA 121 42 0 33022517
121 eas 1 4.91 9.29 0.09 77 NA NA 556 27 1 33372409
121 eas 3 1.5 2.09 0.21 24 NA NA 128 18 1 32834718
121 eas 3 2.1 3.29 0.84 45 NA NA 738 8 1 33038089
121 as 2 0.62 2.73 0.19 72 NA NA NA 46 1 33974775
121 mmas 3 1.98 5.87 0.55 44 NA NA NA 33 1 32600816
121 ras 0 1.91 3.69 0.92 72 NA 95 NA NA NA 38729959
121 ras 0 4.85 5.0 0.55 11 NA 68 NA NA NA 44999193
121 acs 1 0.8 7.41 0.41 81 0.43 NA NA 31 0 33576039
121 mmas 0 3.51 7.23 0.45 52 NA NA NA NA NA 38543206
121 ras 3 3.28 0.38 0.2 64 NA 7 NA 12 1 32531863
121 ras 1 2.78 6.3 0.66 24 NA 9 NA 14 0 33225273
121 as 0 0.21 3.02 0.21 17 NA NA NA NA NA 47782387
121 mmas 1 3.34 8.61 0.04 28 NA NA NA 46 1 33573801
121 as 1 1.78 1.5 0.52 66 NA NA NA 10 0 33716563
121 as 1 0.94 0.1 0.79 69 NA NA NA 49 0 34595835
121 mmas 3 4.52 2.26 0.74 90 NA NA NA 14 0 32896648
121 as 0 0.82 8.62 0.84 99 NA NA NA NA NA 38934288
121 eas 3 3.46 2.21 0.16 76 NA NA 209 5 0 33009846
121 as 2 1.25 1.79 0.59 93 NA NA NA 13 0 33511510
121 eas 3 0.11 9.68 0.46 47 NA NA 273 42 1 33222070
121 acs 3 0.83 3.31 0.9 53 0.81 NA NA 38 1 32817419
121 mmas 1 1.55 1.77 0.84 11 NA NA NA 13 1 33702655
121 mmas 3 1.65 0.15 0.9 17 NA NA NA 47 0 32947301
121 ras 0 2.69 3.05 0.21 52 NA 44 NA NA NA 39967057
121 ras 1 2.89 7.97 0.71 29 NA 57 NA 40 1 33508477
121 as 1 1.5 9.59 0.32 19 NA NA NA 16 0 33639973
121 ras 0 0.9 1.98 0.68 56 NA 79 NA NA NA 44551370
121 mmas 3 4.78 4.12 0.08 49 NA NA NA 31 0 33176507
121 acs 1 0.22 3.32 0.9 22 0.77 NA NA 42 0 33847060
121 as 1 3.53 7.33 0.71 100 NA NA NA 35 1 33650858
121 mmas 2 1.93 4.34 0.34 97 NA NA NA 17 0 33247784
121 acs 2 0.99 1.73 0.37 57 0.78 NA NA 14 1 33323688
121 as 1 3.99 5.62 0.5 51 NA NA NA 19 0 33480318
121 as 0 2.98 4.18 0.31 54 NA NA NA NA NA 38564142
121 as 3 4.0 1.63 0.44 76 NA NA NA 7 0 32861397
121 as 0 4.13 4.03 0.04 18 NA NA NA NA NA 38389295
121 eas 2 2.47 6.11 0.92 59 NA NA 558 27 0 33153328
121 acs 2 1.63 6.45 0.05 31 0.37 NA NA 7 0 33235261
121 acs 3 4.34 7.16 0.48 65 0.75 NA NA 48 0 32945952
121 eas 1 0.9 7.87 0.14 21 NA NA 571 10 1 33736336
121 mmas 2 1.09 6.77 1.0 28 NA NA NA 37 0 32664688
121 mmas 1 1.25 0.12 0.26 55 NA NA NA 32 0 34287812
121 ras 2 4.8 1.46 0.22 86 NA 20 NA 39 1 32849425
121 ras 1 2.99 0.27 0.94 81 NA 49 NA 26 0 32746763
121 eas 1 1.74 1.65 0.02 42 NA NA 93 9 0 33879528
121 eas 1 4.29 5.77 0.75 89 NA NA 238 9 1 33240189
121 mmas 0 3.32 1.76 0.12 29 NA NA NA NA NA 45761859
121 mmas 2 4.95 5.66 0.78 86 NA NA NA 23 1 33563996
121 acs 3 1.6 4.67 0.3 94 0.3 NA NA 36 1 33027737
121 mmas 0 2.99 5.44 0.66 40 NA NA NA NA NA 40454835
121 mmas 3 4.75 4.18 0.83 75 NA NA NA 26 1 33177723
121 mmas 2 1.91 7.76 0.78 97 NA NA NA 46 0 32693326
121 ras 0 0.48 2.34 0.01 60 NA 79 NA NA NA 47329195
121 eas 1 3.1 6.55 0.17 60 NA NA 298 16 1 33233381
121 acs 3 3.64 1.86 0.21 17 0.33 NA NA 28 1 32618817
121 as 3 1.24 5.14 0.95 8 NA NA NA 40 0 32958651
121 ras 1 3.7 6.31 0.37 49 NA 82 NA 10 0 33314152
121 ras 0 0.51 3.53 0.18 9 NA 86 NA NA NA 42185115
121 acs 1 4.19 6.19 0.02 58 0.36 NA NA 26 0 33589283
121 mmas 1 1.02 9.91 0.49 40 NA NA NA 27 1 33594212
121 as 3 3.9 1.12 0.31 11 NA NA NA 50 1 32487906
121 as 2 2.29 9.72 0.42 29 NA NA NA 39 0 33320070
121 eas 1 4.5 8.86 0.08 60 NA NA 150 17 0 33272109
121 ras 1 3.24 5.03 0.3 37 NA 3 NA 28 1 32853242
121 acs 0 3.68 2.62 0.11 52 0.11 NA NA NA NA 47524087
121 mmas 0 2.93 6.19 0.85 18 NA NA NA NA NA 40807362
121 mmas 1 4.25 0.43 0.18 15 NA NA NA 27 1 32876408
121 acs 3 3.14 3.6 0.05 96 0.12 NA NA 42 1 33219536
121 ras 2 0.27 6.46 0.14 54 NA 47 NA 8 0 33604888
121 ras 2 0.33 0.21 0.94 96 NA 87 NA 49 1 34405681
121 acs 0 4.67 6.26 0.75 39 0.98 NA NA NA NA 38595429
121 mmas 1 4.35 6.83 0.26 52 NA NA NA 38 1 32767926
121 as 0 1.06 3.05 0.97 64 NA NA NA NA NA 41579784
121 eas 0 1.81 9.67 0.59 64 NA NA 295 NA NA 38345309
121 acs 3 3.26 6.93 0.77 64 0.51 NA NA 28 1 32532847
121 as 3 1.21 2.39 0.11 39 NA NA NA 48 1 33222597
121 acs 1 4.57 5.11 0.49 89 0.21 NA NA 22 0 33527960
121 eas 3 3.32 3.55 0.7 70 NA NA 192 42 0 32850003
121 mmas 2 4.05 6.06 0.08 71 NA NA NA 31 1 32943949
121 as 2 4.71 9.31 1.0 77 NA NA NA 30 1 33436507
121 acs 2 0.7 7.8 0.4 9 0.23 NA NA 28 0 33260419
121 mmas 1 3.29 3.93 0.43 56 NA NA NA 10 1 32958647
121 ras 3 2.17 1.31 0.45 48 NA 87 NA 38 1 32828071
121 eas 0 2.37 5.59 0.32 82 NA NA 369 NA NA 39924450
121 ras 1 4.05 1.34 0.36 79 NA 48 NA 8 1 33142480
121 as 1 2.66 9.14 0.09 85 NA NA NA 40 0 33455991
121 acs 2 4.0 7.38 0.66 22 0.46 NA NA 27 1 32726601
121 mmas 0 4.23 6.38 0.86 80 NA NA NA NA NA 41113942
121 eas 1 0.34 5.91 0.11 33 NA NA 267 21 0 33851545
121 eas 0 0.97 7.13 0.53 43 NA NA 142 NA NA 38291325
121 as 1 2.09 4.57 0.15 52 NA NA NA 49 0 33573123
121 as 2 3.87 8.79 0.52 21 NA NA NA 26 1 33261262
121 as 2 0.87 8.02 0.95 15 NA NA NA 16 0 33405373
121 mmas 0 1.18 0.03 0.57 71 NA NA NA NA NA 77835886
121 acs 2 0.57 4.49 1.0 96 0.51 NA NA 42 0 33457071
121 ras 0 1.34 1.57 1.0 72 NA 50 NA NA NA 62048312
121 as 1 2.55 5.88 0.71 8 NA NA NA 22 0 33239807
121 eas 3 1.98 0.9 0.74 66 NA NA 537 10 0 32978313
121 eas 3 1.55 3.48 0.03 26 NA NA 56 13 1 32979292
121 eas 1 0.54 3.45 0.98 48 NA NA 200 22 1 34243108
121 eas 2 1.41 2.01 0.59 78 NA NA 174 17 1 32942141
121 mmas 1 4.11 8.42 0.25 97 NA NA NA 39 1 33229694
121 ras 2 4.31 2.42 0.39 17 NA 25 NA 44 1 32759977
121 mmas 3 2.12 9.93 0.56 12 NA NA NA 7 1 32527717
121 as 1 0.56 9.19 0.8 81 NA NA NA 10 1 34164708
121 eas 2 3.65 4.16 0.97 91 NA NA 386 27 1 33440870
121 as 1 1.19 1.11 0.02 47 NA NA NA 35 1 34498936
121 ras 1 3.73 1.19 0.16 97 NA 52 NA 47 0 33446798
121 acs 3 3.42 3.31 0.88 14 0.35 NA NA 43 1 32710779
121 as 0 0.95 2.19 0.66 46 NA NA NA NA NA 43370775
121 as 3 3.92 1.57 0.63 48 NA NA NA 50 1 32649416
121 acs 1 2.74 8.63 0.76 69 0.79 NA NA 18 0 33158944
121 mmas 3 0.93 2.42 0.9 54 NA NA NA 9 1 32454864
121 acs 1 2.78 0.58 0.31 51 0.65 NA NA 7 0 33501877
121 ras 3 3.67 2.29 0.59 54 NA 71 NA 5 1 32689062
121 acs 2 3.87 3.18 0.27 61 0.73 NA NA 10 1 32581790
121 ras 0 0.66 7.08 0.94 92 NA 34 NA NA NA 39266896
121 mmas 3 3.08 0.84 0.49 36 NA NA NA 20 1 32655013
121 eas 3 4.98 0.35 0.2 36 NA NA 132 15 1 32824409
121 acs 0 3.96 4.53 0.73 90 1.0 NA NA NA NA 37945933
121 eas 3 3.8 0.84 0.96 45 NA NA 607 17 0 33284864
121 as 0 0.78 5.6 0.26 84 NA NA NA NA NA 39062954
121 acs 3 2.16 1.54 0.77 100 0.16 NA NA 39 0 33361231
121 acs 3 1.22 4.16 0.02 80 0.13 NA NA 17 1 33186586
121 ras 2 3.45 9.22 0.41 27 NA 99 NA 5 0 33349780
121 acs 1 1.46 2.97 0.76 5 0.4 NA NA 20 1 33430489
121 acs 2 0.59 6.72 0.09 98 0.39 NA NA 12 0 33511585
121 acs 1 1.07 4.19 0.67 71 0.11 NA NA 43 1 34039369
121 as 0 0.82 8.96 0.87 92 NA NA NA NA NA 38994049
121 acs 1 0.28 0.52 0.47 81 0.85 NA NA 31 0 34174586
121 eas 3 0.41 6.45 0.45 35 NA NA 58 30 1 33081014
121 acs 1 2.18 5.67 0.48 49 0.61 NA NA 24 1 32802990
121 acs 1 0.29 9.24 0.69 28 0.81 NA NA 47 1 33795699
121 acs 3 3.63 4.65 0.44 89 0.28 NA NA 24 1 32976527
121 as 0 3.55 5.58 0.43 19 NA NA NA NA NA 38364456
121 mmas 1 1.59 1.77 0.23 47 NA NA NA 21 0 33666095
121 ras 2 1.82 6.55 0.78 34 NA 87 NA 39 1 33388102
121 eas 1 3.61 5.47 0.04 78 NA NA 732 49 1 33568579
121 as 1 4.76 2.09 0.8 53 NA NA NA 21 0 33144274
121 acs 1 4.06 1.47 0.22 34 0.04 NA NA 23 0 33211086
121 mmas 0 1.27 5.02 0.04 48 NA NA NA NA NA 42041994
121 acs 0 4.41 3.05 0.22 48 0.43 NA NA NA NA 43006825
121 as 3 0.8 8.63 0.87 86 NA NA NA 12 0 32916490
121 eas 0 3.37 6.16 0.59 15 NA NA 194 NA NA 42145295
121 acs 1 2.92 4.94 0.31 99 0.6 NA NA 7 0 33790764
121 ras 1 4.3 4.42 0.63 95 NA 6 NA 10 0 33237077
121 as 0 4.57 1.67 0.52 40 NA NA NA NA NA 41377864
121 mmas 2 1.95 4.91 0.44 7 NA NA NA 13 1 32829892
121 acs 2 2.53 3.32 0.83 35 0.55 NA NA 46 1 32605882
121 ras 3 4.46 7.64 0.51 69 NA 14 NA 12 0 32936400
121 mmas 1 2.41 4.33 0.36 17 NA NA NA 44 1 32929563
121 as 0 0.03 4.98 0.34 41 NA NA NA NA NA 43406403
121 as 0 0.0 5.45 0.38 18 NA NA NA NA NA 42222671
121 eas 0 2.76 2.92 0.89 29 NA NA 104 NA NA 48409622
121 eas 2 3.13 3.31 0.04 50 NA NA 407 39 1 33265036
121 mmas 1 2.89 7.54 0.55 84 NA NA NA 28 0 32912505
121 acs 0 0.95 5.28 0.07 78 0.0 NA NA NA NA 41680827
121 acs 1 1.0 3.13 0.36 6 0.21 NA NA 13 1 33633065
121 eas 2 0.62 4.87 0.13 98 NA NA 89 22 1 33544579
121 mmas 2 1.68 1.82 0.22 13 NA NA NA 41 0 33298100
121 mmas 3 2.15 8.78 0.69 14 NA NA NA 35 0 32698179
121 mmas 3 2.73 1.3 0.3 54 NA NA NA 15 1 32793746
121 acs 2 0.8 0.0 0.34 32 0.76 NA NA 43 1 33885762
121 as 2 4.2 6.44 1.0 70 NA NA NA 6 0 33361056
121 eas 1 4.22 9.05 0.91 98 NA NA 199 31 1 32950652
121 as 0 2.84 2.63 0.15 18 NA NA NA NA NA 39203119
121 mmas 1 3.66 4.3 0.67 97 NA NA NA 15 0 33434971
121 acs 3 4.33 2.03 0.85 80 0.28 NA NA 20 1 32712563
121 mmas 1 1.4 0.79 0.88 8 NA NA NA 30 1 33907719
121 as 3 0.15 7.68 0.14 56 NA NA NA 17 0 33186137
121 ras 3 3.7 7.51 0.31 60 NA 48 NA 19 0 32876145
121 mmas 3 0.05 2.81 0.25 80 NA NA NA 11 0 33277901
121 mmas 3 1.57 2.96 0.58 100 NA NA NA 48 0 33334085
121 mmas 3 1.51 1.69 0.01 39 NA NA NA 22 0 33312542
121 mmas 1 2.18 7.94 0.86 84 NA NA NA 11 0 33197986
121 mmas 3 2.53 3.49 0.6 41 NA NA NA 41 0 32947000
121 ras 2 2.43 5.47 0.71 78 NA 64 NA 47 0 33149640
121 acs 1 4.81 4.61 0.21 76 0.11 NA NA 38 0 33626171
121 as 2 0.24 1.22 0.26 31 NA NA NA 6 0 34434950
121 mmas 2 4.13 0.21 0.52 38 NA NA NA 43 1 33288038
121 as 0 1.83 1.34 0.25 34 NA NA NA NA NA 41269791
121 as 3 0.91 7.28 0.52 92 NA NA NA 19 1 33076929
121 as 0 3.69 4.47 0.48 93 NA NA NA NA NA 38023270
121 acs 2 4.44 0.49 0.29 91 0.02 NA NA 40 1 33778029
121 ras 1 2.35 0.5 0.19 19 NA 81 NA 32 0 33293980
121 mmas 2 0.9 2.13 0.76 69 NA NA NA 28 0 32910751
121 acs 1 3.2 6.04 0.65 12 0.96 NA NA 37 1 32829589
121 as 1 2.61 9.71 1.0 59 NA NA NA 36 1 33844151
121 ras 1 4.41 1.21 0.85 33 NA 21 NA 20 0 32952794
121 as 3 1.63 1.18 0.6 92 NA NA NA 22 0 33087298
121 as 0 1.56 4.63 0.75 75 NA NA NA NA NA 39008144
121 eas 3 3.58 1.99 0.63 22 NA NA 341 41 0 32916757
121 mmas 2 2.27 3.75 0.87 93 NA NA NA 27 0 33216364
121 ras 3 0.89 9.67 0.28 21 NA 34 NA 9 0 33059052
121 ras 1 1.33 3.58 0.01 29 NA 30 NA 10 1 33957142
121 eas 3 0.45 9.34 0.24 36 NA NA 544 20 0 33061189
121 ras 1 3.77 8.14 0.49 45 NA 15 NA 21 1 33044293
121 mmas 3 3.59 8.88 0.69 60 NA NA NA 42 1 32657889
121 mmas 2 3.61 8.75 0.49 33 NA NA NA 41 0 32703571
121 mmas 1 3.18 3.62 0.78 91 NA NA NA 40 1 33823171
121 mmas 2 2.69 2.8 0.53 42 NA NA NA 31 0 32986470
121 eas 2 0.71 8.56 0.46 45 NA NA 46 32 0 33476195
121 mmas 3 0.99 2.58 0.66 46 NA NA NA 40 1 33128972
121 eas 2 3.98 4.9 0.74 47 NA NA 651 35 1 33469452
121 ras 3 2.94 4.11 0.85 30 NA 22 NA 49 1 32606982
121 mmas 1 4.68 8.76 0.35 79 NA NA NA 21 1 32833911
121 mmas 0 0.72 3.58 0.26 89 NA NA NA NA NA 41449021
121 acs 0 0.76 1.5 0.31 38 0.78 NA NA NA NA 43859889
121 mmas 3 2.82 2.39 0.37 44 NA NA NA 15 1 32542741
121 acs 3 2.44 7.42 0.44 99 0.21 NA NA 29 1 32940558
121 acs 2 0.42 2.89 0.32 36 0.39 NA NA 41 1 33888522
121 mmas 3 4.39 6.08 0.41 42 NA NA NA 20 0 32772092
121 acs 3 3.14 7.8 0.74 24 0.77 NA NA 32 0 32756882
121 ras 2 4.06 3.05 0.69 88 NA 92 NA 7 1 33115176
121 eas 0 4.36 9.75 0.93 71 NA NA 568 NA NA 39579102
121 eas 1 0.29 9.14 0.91 37 NA NA 303 18 1 34038646
121 mmas 3 3.37 5.21 0.87 89 NA NA NA 19 1 32844354
121 mmas 3 1.9 2.89 0.44 83 NA NA NA 27 0 33235911
121 as 2 4.63 9.38 0.64 54 NA NA NA 41 0 33129665
121 as 2 3.66 3.78 0.15 17 NA NA NA 48 1 32979001
121 eas 0 0.26 1.77 0.55 58 NA NA 587 NA NA 53062334
121 mmas 1 3.38 2.99 0.62 36 NA NA NA 25 0 33707174
121 ras 0 2.5 7.02 0.43 11 NA 49 NA NA NA 39376655
121 ras 1 1.57 3.51 0.88 45 NA 54 NA 20 1 33709261
121 acs 2 3.72 1.7 0.04 88 0.48 NA NA 39 0 33643271
121 acs 3 2.33 4.87 0.19 15 0.34 NA NA 41 1 32849782
121 as 0 1.57 1.71 0.36 68 NA NA NA NA NA 40914818
121 as 0 4.24 0.09 0.22 47 NA NA NA NA NA 75704325
121 eas 0 1.78 1.09 0.88 52 NA NA 287 NA NA 61634182
121 as 0 1.92 9.42 0.53 79 NA NA NA NA NA 37913084
121 eas 3 1.19 9.14 0.75 93 NA NA 223 22 1 32925504
121 mmas 0 2.87 6.69 0.38 43 NA NA NA NA NA 38365685
121 acs 1 1.49 6.44 0.64 96 0.95 NA NA 34 0 33461837
121 eas 2 1.01 6.23 0.82 98 NA NA 702 16 1 33146961
121 mmas 1 0.27 5.53 0.39 32 NA NA NA 26 0 33992974
121 acs 2 4.31 0.19 0.09 50 0.95 NA NA 34 0 32666121
121 as 0 2.85 5.84 0.54 12 NA NA NA NA NA 39180260
121 acs 1 3.81 8.47 0.76 66 0.56 NA NA 43 0 32951273
121 acs 3 2.31 0.02 0.77 12 0.72 NA NA 25 1 32563244
121 ras 3 4.84 8.69 0.33 76 NA 84 NA 40 0 32991516
121 as 2 3.13 6.68 0.67 61 NA NA NA 11 0 33228693
121 acs 0 0.07 0.56 0.74 50 0.57 NA NA NA NA 55036963
121 acs 3 4.16 1.53 0.38 38 0.52 NA NA 30 0 33067444
121 eas 1 0.54 7.07 0.57 89 NA NA 684 40 1 33952338
121 acs 2 1.0 9.86 0.74 29 0.43 NA NA 48 1 33212581
121 as 1 2.73 0.93 0.6 80 NA NA NA 42 1 33352686
121 mmas 1 4.37 9.71 0.99 8 NA NA NA 31 0 33839342
121 ras 3 0.63 9.14 0.95 86 NA 87 NA 8 0 33049214
121 as 1 4.17 4.13 0.35 69 NA NA NA 33 0 33394478
121 mmas 1 0.79 3.3 0.25 49 NA NA NA 35 1 34014955
121 acs 1 0.44 4.37 0.36 27 0.95 NA NA 7 0 33802159
121 ras 3 4.23 7.59 0.34 94 NA 67 NA 39 0 32954155
121 mmas 1 2.86 0.9 0.2 63 NA NA NA 40 0 33199858
121 as 2 2.47 9.89 0.31 59 NA NA NA 34 0 33234323
121 mmas 2 2.53 9.86 0.55 64 NA NA NA 36 1 32607017
121 eas 2 3.31 6.99 0.13 54 NA NA 298 46 1 32947516
121 ras 0 2.78 0.09 0.85 10 NA 47 NA NA NA 77807847
121 as 0 0.13 6.07 0.21 34 NA NA NA NA NA 41442157
121 mmas 1 4.9 2.34 0.49 89 NA NA NA 47 0 33347692
121 mmas 3 1.25 1.78 0.54 84 NA NA NA 44 0 33290864
121 eas 3 1.52 0.61 0.43 76 NA NA 630 21 1 32690527
121 eas 1 4.59 1.71 0.53 25 NA NA 721 28 1 34076905
121 ras 1 3.0 2.36 0.24 15 NA 4 NA 11 0 32912213
121 as 3 4.83 8.53 0.19 100 NA NA NA 44 0 32949157
121 as 0 2.55 1.05 0.94 95 NA NA NA NA NA 40701226
121 as 2 2.35 4.78 0.02 77 NA NA NA 23 0 33348294
121 eas 1 0.61 8.09 0.94 28 NA NA 572 48 1 33770825
121 eas 0 2.75 8.92 1.0 29 NA NA 349 NA NA 40649685
121 ras 2 0.13 1.86 0.4 26 NA 36 NA 31 1 34331993
121 eas 3 3.43 5.47 0.58 53 NA NA 429 50 0 33023869
121 eas 3 0.96 6.67 0.52 92 NA NA 666 11 1 33030892
121 acs 2 1.11 9.5 0.4 61 0.13 NA NA 36 0 33250310
121 ras 0 4.57 9.41 0.54 11 NA 91 NA NA NA 40626789
121 acs 0 4.82 6.71 0.73 93 0.82 NA NA NA NA 38385658
121 ras 1 1.72 8.24 0.25 14 NA 80 NA 14 0 33743696
121 acs 3 3.34 2.94 0.4 52 0.08 NA NA 25 1 32609053
121 eas 1 2.01 9.07 0.88 99 NA NA 730 48 0 33211812
121 mmas 0 2.61 5.44 0.48 69 NA NA NA NA NA 39286805
121 as 0 0.58 2.52 0.52 77 NA NA NA NA NA 45256958
121 as 0 1.56 5.22 0.67 10 NA NA NA NA NA 39518913
121 acs 1 1.33 5.34 0.61 48 0.26 NA NA 9 0 33479415
121 ras 2 1.15 7.08 0.98 15 NA 38 NA 39 1 33598172
121 ras 3 3.43 0.49 0.81 81 NA 87 NA 9 0 32850438
121 mmas 0 3.95 9.21 0.15 40 NA NA NA NA NA 38657526
121 eas 2 5.0 5.15 0.82 71 NA NA 82 15 1 32963274
121 acs 1 3.77 1.9 0.71 65 0.02 NA NA 15 1 32867950
121 ras 0 4.08 4.69 0.12 17 NA 88 NA NA NA 43675782
121 as 1 1.15 6.01 0.62 78 NA NA NA 15 1 33767337
121 mmas 2 3.23 4.91 0.55 98 NA NA NA 26 0 32992026
121 mmas 0 2.57 8.44 0.63 79 NA NA NA NA NA 38422461
121 eas 0 0.47 0.09 0.77 32 NA NA 370 NA NA 79961100
121 acs 3 4.1 7.64 0.33 10 0.61 NA NA 35 1 32488552
121 eas 2 4.35 1.12 0.08 9 NA NA 281 11 1 33554563
121 acs 3 4.55 1.2 0.42 29 0.03 NA NA 32 0 32926412
121 mmas 0 0.76 7.94 0.66 29 NA NA NA NA NA 38777889
121 as 2 4.48 7.78 0.14 64 NA NA NA 47 0 33285526
121 as 3 3.79 7.93 0.95 72 NA NA NA 33 0 32939280
121 eas 2 3.52 8.5 0.22 36 NA NA 158 39 0 32785286
121 eas 1 1.32 9.81 0.25 12 NA NA 80 48 0 33556767
121 acs 1 1.7 4.28 0.66 84 0.65 NA NA 45 0 33580605
121 eas 0 0.98 4.37 0.85 55 NA NA 546 NA NA 40302550
121 eas 2 4.58 5.29 0.72 90 NA NA 478 23 1 33439907
121 ras 3 4.64 6.48 0.15 6 NA 77 NA 42 0 32989808
121 eas 3 3.96 4.56 0.03 5 NA NA 665 35 1 32668908
121 mmas 1 3.83 2.46 0.23 86 NA NA NA 12 1 33024286
121 ras 3 3.31 3.18 0.85 55 NA 45 NA 13 0 32828513
121 acs 3 3.88 7.61 0.8 66 0.7 NA NA 44 1 32707688
121 acs 1 3.2 3.57 0.87 5 0.83 NA NA 12 1 32800163
121 eas 0 4.56 7.46 0.38 64 NA NA 741 NA NA 40630525
121 eas 3 0.97 4.9 0.19 45 NA NA 750 10 1 32968330
121 acs 1 2.0 7.5 0.6 17 0.38 NA NA 47 0 33055050
121 ras 3 0.73 8.87 0.85 66 NA 98 NA 6 1 33425440
121 as 3 3.73 3.44 0.59 15 NA NA NA 11 0 32613196
121 ras 2 4.82 6.83 0.95 64 NA 60 NA 33 0 32841659
121 as 3 1.52 1.07 0.55 55 NA NA NA 6 1 33356132
121 mmas 1 2.99 7.22 0.36 5 NA NA NA 15 0 32822189
121 acs 2 3.11 0.75 0.01 42 0.2 NA NA 42 1 33863096
121 ras 0 4.32 3.38 0.08 46 NA 6 NA NA NA 40194204
121 eas 1 4.13 1.37 0.65 38 NA NA 710 25 1 33863936
121 mmas 3 0.39 3.42 0.47 39 NA NA NA 40 0 33341808
121 as 2 0.31 0.24 0.6 95 NA NA NA 49 0 34006060
121 ras 1 0.39 3.56 0.99 83 NA 61 NA 34 1 34532441
121 acs 0 1.05 2.94 0.53 21 0.21 NA NA NA NA 44788833
121 ras 1 1.28 1.82 0.46 20 NA 45 NA 13 1 34079448
121 as 3 0.7 1.66 0.32 69 NA NA NA 12 0 33206545
121 acs 2 4.33 2.18 0.55 67 0.37 NA NA 35 0 32858118
121 acs 2 3.11 0.22 0.42 10 0.38 NA NA 24 0 32962205
121 mmas 0 1.97 1.02 0.28 76 NA NA NA NA NA 53214122
121 acs 2 1.05 1.94 0.93 84 0.38 NA NA 14 1 33760698
121 as 3 1.07 1.11 0.46 43 NA NA NA 12 0 33151288
121 mmas 1 2.1 3.94 0.62 42 NA NA NA 32 0 33032837
